o_provincia	o_localidad	o_calle	o_numero	o_CP	n_provincia	n_partido	n_localidad	n_barrio	n_calle	n_numero	n_CP	n_resolucion	n_motivo	n_entre Calle 1	n_entre Calle 2	 CV_ZonaPeligrosa
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ALCARAZ	4442	1407	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONTE CASTRO	R ALCARAZ	4442	1407	CO	SM	SANABRIA	DOCTOR SATURNINO SEGUROLA	N
BUENOS AIRES	VILLA LOMA HERMOSA	DIAGONAL 101 N 6841 ALTURA RUTA8	S/N	1657	BUENOS AIRES	TRES DE FEBRERO	LOMA HERMOSA		DIAGONAL 101	6841	1657	NE	AI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	PARANA	562	1017	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	PARANA	562	1017	CO	SM	GENERAL JUAN LAVALLE	TUCUMAN	N
MENDOZA	MAIPU	VILLA NUEVA Y RAWSON	S/N	5515	MENDOZA	MAIPU	MAIPU		NUEVA		5515	CO	SM			
MENDOZA	GODOY CRUZ	CERVANTES	2511	5501	MENDOZA	GODOY CRUZ	GODOY CRUZ	BAIGORRIA	M CERVANTES SAAVEDRA	2511	5501	CO	SM	HELENA DE ZIZZIAS	FOURNIER	N
LA PAMPA	SANTA ROSA	AVDA. SAN MARTIN 452	S/N	6300	LA PAMPA		SANTA ROSA		AVENIDA SAN MARTIN	452	6300	DU	DS			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CORRIENTES AVDA.	587	1043	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	AV CORRIENTES	587	1043	CO	SM	SAN MARTIN	FLORIDA	N
CHACO	RESISTENCIA	LAS HERAS	320	3500	CHACO	SAN FERNANDO	RESISTENCIA		AV LAS HERAS	320	3500	CO	SM	DOCTOR FLORENTINO AMEGHINO	GENERAL OBLIGADO	N
BUENOS AIRES	SAN FERNANDO	JUNIN	2540/50	1646	BUENOS AIRES	SAN FERNANDO	SAN FERNANDO		JUNIN	2540	1646	CO	SM	FRENCH	SARRATEA	N
MENDOZA	MENDOZA	CHACABUCO	176	5500	MENDOZA	CAPITAL	MENDOZA		CHACABUCO	176	5500	CO	SM	PROVINCIA DE LA RIOJA	PROVINCIA DE SALTA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	PASEO COLON AVDA.	728	1063	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN TELMO	AV PASEO COLON	728	1063	CO	SM	CHILE	AVENIDA INDEPENDENCIA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	URIBURU JOSE EVARISTO PRESIDENTE	663	1027	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	PRES JOSE E URIBURU	663	1027	CO	SM	TUCUMAN	GENERAL JUAN JOSE VIAMONTE	N
FORMOSA	FORMOSA	BELGRANO	944	3600	FORMOSA	FORMOSA	FORMOSA	SARMIENTO	GRAL MANUEL BELGRANO	944	3600	CO	SM	JOSE MARIA URIBURU	CORONEL BRANDSEN	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	PERON EVA AVDA.	2102	1406	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	FLORES	AV M EVA DUARTE DE PERON	2102	1406	CO	SM	AVENIDA CARABOBO	LAUTARO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	DIRECTORIO AVDA.	947	1424	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	AV DIRECTORIO	947	1424	CO	SM	DEL BARCO CENTENERA	CACHIMAYO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	TORNQUIST ERNESTO	6385	1426	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES		AV E TORNQUIST	6385	1426	CO	SM			N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ALVEAR MARCELO T. DE	777	1058	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	PTE M T DE ALVEAR	777	1058	CO	SM	MAIPU	ESMERALDA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CALVO CARLOS	2331	1230	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN CRISTOBAL	C CALVO	2331	1230	CO	SM	PICHINCHA	DOMINGO MATHEU	N
SANTA FE	VILLA GOBERNADOR GALVEZ	SAN MARTIN	2885	2124	SANTA FE	ROSARIO	VILLA GOBERNADOR GALVEZ		AV GRAL SAN MARTIN	2885	2124	CO	SM	POETA GUSTAVO ADOLFO BECQUER	CHUBUT	N
BUENOS AIRES	TABLADA	SAN MARTIN	5129	1766	BUENOS AIRES	LA MATANZA	LA TABLADA		AV GRAL SAN MARTIN	5129	1766	CO	SM	MERLO	FLORENCIO SANCHEZ	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	GUEMES	4139	1425	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	GRAL GUEMES	4139	1425	CO	SM	MALABIA	ARMENIA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	MONTEVIDEO	1562	1018	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	MONTEVIDEO	1562	1018	CO	SM	VICENTE FIDEL LOPEZ	URUGUAY	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	COMBATE DE LOS POZOS	1035	1222	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN CRISTOBAL	COMBATE DE LOS POZOS	1035	1222	CO	SM	CARLOS CALVO	HUMBERTO PRIMO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ESTADO DE ISRAEL	4537	1185	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA CRESPO	AV ESTADO DE ISRAEL	4537	1185	CO	SM	JUAN JUFRE	LAMBARE	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	OLAZABAL	4700	1431	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA URQUIZA	AV F DE OLAZABAL	4700	1431	CO	SM	GENERAL GUILLERMO MILLER	COMBATIENTES DE MALVINAS	N
CORDOBA	CERRO NORTE	1 DE ENERO Y PASILLO COMUN	S/N	5021	CORDOBA		CERRO NORTE		1 DE ENERO		5021	NE	CI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SANABRIA	1677	1407	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	FLORESTA	SANABRIA	1677	1407	CO	SM	PASAJE ALEJANDRO KORN	JUAN AGUSTIN GARCIA	N
BUENOS AIRES	ISIDRO CASANOVA	PEDRO LARRE	6025	1765	BUENOS AIRES	LA MATANZA	ISIDRO CASANOVA		PEDRO L LARRE	6025	1765	CO	SM	BRUSELAS	BASUALDO	N
CORDOBA	RIO 4TO.	BUENOS AIRES	867	5800	CORDOBA	RIO CUARTO	RIO CUARTO	CENTRO	BUENOS AIRES	867	5800	CO	SM	MARIA OLGUIN	ITUZAINGO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	NEUQUEN	2936	1416	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	FLORES	NEUQUEN	2936	1406	CO	SM	AVENIDA NAZCA	PASAJE JUAN FRANCISCO DE LA ROBLA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	LAPRIDA	1088	1425	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	LAPRIDA	1088	1425	CO	SM	JOSE ANTONIO CABRERA	PARAGUAY	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	11 DE SEPTIEMBRE DE 1888	1534	1426	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BELGRANO	11 DE SEPTIEMBRE	1534	1426	CO	SM	VIRREY LORETO	VIRREY JOAQUIN DEL PINO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	DORREGO AVDA.	2620	1425	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	AV CNEL M DORREGO	2620	1425	CO	SM	AVENIDA SANTA FE	PASAJE ANCON	N
CORDOBA	CORDOBA	CHACABUCO	375	5000	CORDOBA	CAPITAL	CORDOBA	CENTRO	BV CHACABUCO	375	5000	CO	SM	CORRIENTES	BOULEVARD DOCTOR ARTURO HUMBERTO ILLIA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ALEM LEANDRO N. AVDA.	639	1001	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	AV L N ALEM	639	1001	CO	SM	TUCUMAN	GENERAL JUAN JOSE VIAMONTE	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	RIVERA FRUCTUOSO GENERAL	6410	1439	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA RIACHUELO	GRAL FRUCTUOSO RIVERA	6410	1439	CO	SM	COSQUIN	AVENIDA COMANDANTE LUIS PIEDRABUENA	N
SAN JUAN	BARRIO RAWSON	DR. ORTEGA (OESTE)	2425	5425	SAN JUAN		BARRIO RAWSON		DR ORTEGA OESTE	2425	5425	NE	CI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CALLAO AVDA.	181	1022	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	AV CALLAO	181	1022	CO	SM	GENERAL BARTOLOME MITRE	TENIENTE GENERAL JUAN DOMINGO PERON	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ESMERALDA	580	1007	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	ESMERALDA	580	1007	CO	SM	GENERAL JUAN LAVALLE	TUCUMAN	N
CORDOBA	CORDOBA	BV. DEL CARMEN	220	5000	CORDOBA	CAPITAL	CORDOBA	ALTO ALBERDI	BV DEL CARMEN	220	5003	CO	SM	AVENIDA COLON	PASAJE SAMUEL LASCANO	N
ENTRE RIOS	CONCORDIA	3 DE FEBRERO	38	3200	ENTRE RIOS	CONCORDIA	CONCORDIA		3 DE FEBRERO	38	3200	CO	SM	ENTRE RIOS	GENERAL JUSTO JOSE DE URQUIZA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ROJAS	58	1405	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	ROJAS	58	1405	CO	SM	AVENIDA BERNARDINO RIVADAVIA	YERBAL	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ARMENIA	2104	1425	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	ARMENIA	2104	1425	CO	SM	GUATEMALA	PARAGUAY	N
BUENOS AIRES	BALCARCE	CALLE 16 Y 17	S/N	7620	BUENOS AIRES	BALCARCE	BALCARCE		CALLE 16		7620	NE	AI			
BUENOS AIRES	AZUL	HIPOLITO YRIGOYEN	318	7300	BUENOS AIRES	AZUL	AZUL		IRIGOYEN	318	7300	CO	SM	GENERAL CARLOS MARIA DE ALVEAR	PRESIDENTE BERNARDINO RIVADAVIA	N
BUENOS AIRES	MORON	BOATTI	46	1708	BUENOS AIRES	MORON	MORON		ING ERNESTO C BOATTI	46	1708	CO	SM	PRESIDENTE DOMINGO FAUSTINO SARMIENTO	AVENIDA RIVADAVIA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	DORREGO AVDA.	705	1414	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CHACARITA	AV CNEL M DORREGO	705	1414	CO	SM	AVENIDA GUZMAN	AVENIDA CORRIENTES	N
SANTA FE	ROSARIO	GUATEMALA	1515	2000	SANTA FE	ROSARIO	ROSARIO	BELGRANO	GUATEMALA (B)	1515	2008	CO	SM	CHUBUT	GUILLERMO ENRIQUE HUDSON	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SAENZ PEÃ?A ROQUE AVDA. PTE.	1142	1035	CAPITAL FEDERAL		CIUDAD AUTONOMA BUENOS AIRES		SAENZ PEAA ROQUE		1035	NE	AI			
BUENOS AIRES	REMEDIOS DE ESCALADA	GRAL PICO	3801	1826	BUENOS AIRES	LANUS	REMEDIOS DE ESCALADA	LOS TALLERES	GRAL PICO	3801	1826	CO	SM	ACONCAGUA	GENERAL PALACIOS	N
BUENOS AIRES	ZARATE	JUSTA LIMA	399	2800	BUENOS AIRES	ZARATE	ZARATE		J LIMA DE ATUCHA	399	2800	CO	SM	INDEPENDENCIA	ROMULO NOYA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CORDOBA AVDA.	657	1054	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	AV CORDOBA	657	1054	CO	SM	FLORIDA	MAIPU	N
BUENOS AIRES	CHIVILCOY	ALSINA	333	6620	BUENOS AIRES	CHIVILCOY	CHIVILCOY		ALSINA	333	6620	CO	SM	DORREGO	CASTELLI	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	PAZ MARCOS	2324	1417	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONTE CASTRO	DR M PAZ	2324	1417	CO	SM	LASCANO	CHIRIGUANOS	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	BAIGORRI	7	1282	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BARRACAS	P BAIGORRI	7	1282	CO	SM	AVENIDA CASEROS	DOCTOR ENRIQUE FINOCHIETTO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	GORDILLO TIMOTEO	80	1408	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	LINIERS	T GORDILLO	80	1408	CO	SM	PASAJE LAS TUNAS	CORONEL RAMON LORENZO FALCON	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CORRIENTES AVDA.	645	1043	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	AV CORRIENTES	645	1043	CO	SM	FLORIDA	MAIPU	N
BUENOS AIRES	LANUS	LITUANIA	2676	1824	BUENOS AIRES	LANUS	REMEDIOS DE ESCALADA	VILLA EDEN ARGENTINO	PJE LITUANIA	2676	1826	CO	SM	M BALCARCE GONZALEZ	GOBERNADOR LUIS VERNET	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SUIPACHA	207	1008	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	SUIPACHA	207	1008	CO	SM	TENIENTE GENERAL JUAN DOMINGO PERON	AVENIDA PRESIDENTE ROQUE SAENZ PEÑA	N
CORDOBA	ARGUELLO	POZO DE LA LOMA	7929	5147	CORDOBA	CAPITAL	CORDOBA	VILLA 9 DE JULIO	POZO DE LA LOMA	7929	5022	CO	SM	CHANAES	HUARPES	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	PARANA	287	1017	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	PARANA	287	1017	CO	SM	TENIENTE GENERAL JUAN DOMINGO PERON	DOMINGO FAUSTINO SARMIENTO	N
CATAMARCA	CATAMARCA	SARMIENTO	526	4700	CATAMARCA	CAPITAL	SAN FDO DEL VALLE DE CATAMARCA		SARMIENTO	526	4700	CO	SM	ESQUIU	REPUBLICA	N
BUENOS AIRES	MONTE GRANDE	LEANDRO N. ALEM AVDA.	341	1842	BUENOS AIRES	ESTEBAN ECHEVERRIA	MONTE GRANDE	SUD ESTE CENTRO	L N ALEM	341	1842	CO	SM	DOCTOR FLORENTINO AMEGHINO	DOCTOR EMILIO CARDEZA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	GONZALEZ JOAQUIN V.	1853	1407	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA SANTA RITA	J V GONZALEZ	1853	1407	CO	SM	JUAN AGUSTIN GARCIA	ELPIDIO GONZALEZ	N
MENDOZA	COQUIMBITO	URQUIZA Y ZANICHELLI	S/N	5515	MENDOZA		COQUIMBITO		URQUIZA		5515	DU	DS			
BUENOS AIRES	TIGRE	SANTA MARIA	2945	1648	BUENOS AIRES		TIGRE		SANTA MARIA	2945	1648	DU	DA			
BUENOS AIRES	MUNRO	AV. MITRE	3915	1605	BUENOS AIRES	VICENTE LOPEZ	MUNRO		AV B MITRE	3915	1605	CO	SM	COMANDANTE LUIS PIEDRABUENA	MANUEL DIAZ VELEZ	N
BUENOS AIRES	SAN JUSTO	PROVINCIAS UNIDAS	2941	1754	BUENOS AIRES	LA MATANZA	SAN JUSTO		PROVINCIAS UNIDAS	2941	1754	NE	CI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SANABRIA	2407	1417	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONTE CASTRO	SANABRIA	2407	1417	CO	SM	SANTO TOME	PASAJE RIO COLORADO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CALLAO AVDA.	1822	1024	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	AV CALLAO	1822	1024	CO	SM	AVENIDA PRESIDENTE MANUEL QUINTANA	AVENIDA ALVEAR	N
SANTA FE	ROSARIO	ARIJON AVDA.	898	2000	SANTA FE	ROSARIO	ROSARIO	PRESIDENTE ROQUE SAENZ PEÑA	AV M ARIJON	898	2011	CO	SM	FRANCISCO NARCISO DE LAPRIDA	AVENIDA SAN MARTIN	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	LOS PATOS	3130	1437	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE PATRICIOS	LOS PATOS	3130	1437	CO	SM	IGUAZU	ATUEL	N
SAN JUAN	SAN JUAN	AVDA. RAWSON - NORTE	735	5400	SAN JUAN	CAPITAL	SAN JUAN	VILLA AMERICA	AV G RAWSON NORTE	735	5400	CO	SM	CHILE ESTE	PARAGUAY ESTE	N
BUENOS AIRES	TORTUGUITAS	OTTO KRAUSE	4725	1667	BUENOS AIRES	MALVINAS ARGENTINAS	EL TRIANGULO		ING OTTO KRAUSE	4725	1615	CO	SM	VOLTA	BLAS PASCAL	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CORDOBA AVDA.	3533	1188	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	AV CORDOBA	3533	1188	CO	SM	DOCTOR MARIO BRAVO	BULNES	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CARABOBO AVDA.	564	1406	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE CHACABUCO	AV CARABOBO	564	1406	CO	SM	FRANCISCO BILBAO	GREGORIO DE LAFERRERE	N
BUENOS AIRES	BARADERO	AMEGHINO Y JULIAN O'ROARKE	0	2942	BUENOS AIRES	BARADERO	BARADERO		AMEGHINO		2942	NE	AI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SAN MARTIN AVDA.	3653	1752	CAPITAL FEDERAL		CIUDAD AUTONOMA BUENOS AIRES		AVENIDA SAN MARTIN	3653	1752	NE	LI			
BUENOS AIRES	TRENQUE LAUQUEN	WILDE	37	6400	BUENOS AIRES	TRENQUE LAUQUEN	TRENQUE LAUQUEN		AV WILDE	37	6400	CO	SM	MARCELINO UGARTE	JOSE HERNANDEZ	N
SANTA FE	PEREZ	AV 9 DE JULIO	898	2121	SANTA FE	ROSARIO	PEREZ		9 DE JULIO	898	2121	CO	SM	25 DE MAYO	JOLLY MEDRANO	N
BUENOS AIRES	RAWSON	SAN MARTIN	S/N	6734	BUENOS AIRES	CHACABUCO	RAWSON		SAN MARTIN S/N		6734	CO	SM			
RIO NEGRO	GENERAL ROCA	TUCUMAN	513	8332	RIO NEGRO	GENERAL ROCA	GENERAL ROCA	CASCO CENTRICO	TUCUMAN	513	8332	CO	SM	GENERAL MANUEL BELGRANO	ITALIA	N
ENTRE RIOS	PARANA	ALMAFUERTE	2359	3100	ENTRE RIOS	PARANA	PARANA	VILLA URANGA	AV ALMAFUERTE	2359	3100	CO	SM	CALLE 1047	OVIDIO LAGOS	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ECUADOR	698	1214	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	ECUADOR	698	1214	CO	SM	GENERAL JUAN LAVALLE	TUCUMAN	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	RIOBAMBA	463	1025	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	RIOBAMBA	463	1025	CO	SM	AVENIDA CORRIENTES	GENERAL JUAN LAVALLE	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	LOYOLA	238	1414	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA CRESPO	MARTIN I DE LOYOLA	238	1414	CO	SM	JULIAN ALVAREZ	PEDRO MIGUEL ARAOZ	N
MISIONES	POSADAS	RIVADAVIA	1642	3300	MISIONES	CAPITAL	POSADAS	CENTRO	PRES BERNARDINO RIVADAVIA	1642	3300	CO	SM	DOMINGO FAUSTINO SARMIENTO	SAN MARTIN	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	MUÃ?IZ	548	1234	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	ALMAGRO	DR F MUÑIZ	548	1234	CO	SM	DOCTOR PEDRO JOSE AGRELO	MEXICO	N
BUENOS AIRES	FLORENCIO VARELA	GRANADEROS	259	1888	BUENOS AIRES	FLORENCIO VARELA	FLORENCIO VARELA	CENTRO	GRANADEROS	259	1888	CO	SM	ASUNCION	JUAN BAUTISTA ALBERDI	N
BUENOS AIRES	VILLA MARTELLI	FRANKLIN	655	1603	BUENOS AIRES	VICENTE LOPEZ	VILLA MARTELLI		BENJAMIN FRANKLIN	655	1603	CO	SM	GENERAL JUAN LAVALLE	GENERAL JUAN GREGORIO DE LAS HERAS	N
BUENOS AIRES	DON TORCUATO	EMILIO LAMARCA	2884	1611	BUENOS AIRES	TIGRE	DON TORCUATO		E LAMARCA	2884	1611	CO	SM	RINCON	AVENIDA BOULOGNE SUR MER	N
BUENOS AIRES	MAR DEL PLATA	JUNA B JUSTO	5840	7600	BUENOS AIRES	GENERAL PUEYRREDON	MAR DEL PLATA	EL GAUCHO	AV DR JUAN BAUTISTA JUSTO	5840	7611	CO	SM	LOS ANDES	ANDRES MAC GAUL	N
BUENOS AIRES	NECOCHEA	62	3145	7630	BUENOS AIRES	NECOCHEA	NECOCHEA		CALLE 62	3145	7630	CO	SM	CALLE 63	CALLE 65	N
MENDOZA	SAN JOSE		AV ACCESO ESTE		MENDOZA		SAN JOSE		 AV ACCESO ESTE			SD	SM			
CORDOBA	LAS FLORES	NAPOLES	3160	5016	CORDOBA	CAPITAL	CORDOBA	LAS FLORES	NAPOLES	3160	5016	CO	SM	ABEL CHANNETON	ADRIAN BECCAR VARELA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	PASCO	1554	1251	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN CRISTOBAL	PASCO	1554	1251	CO	SM	PAVON	AVENIDA JUAN DE GARAY	N
BUENOS AIRES	SAN MARTIN		CORONEL MONN		BUENOS AIRES	GENERAL SAN MARTIN	GENERAL SAN MARTIN	PTDO. GENERAL SAN MARTIN	CORONEL MONN			NE	AI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	MOM	3366	1437	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	NUEVA POMPEYA	MOM PEDRO	3366	1437	CO	SM	SANTA CATALINA	ABRAHAM J LUPPI	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	BERUTI	3538	1425	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	ANTONIO BERUTI	3538	1425	CO	SM	JERONIMO SALGUERO	JULIAN ALVAREZ	N
FORMOSA	FORMOSA	BELGRANO	1470	3600	FORMOSA	FORMOSA	FORMOSA	SARMIENTO	GRAL MANUEL BELGRANO	1470	3600	CO	SM	AYACUCHO OESTE	PARAGUAY OESTE	N
BUENOS AIRES	VILLA ZAGALA	CALLE 23	4001	1651	BUENOS AIRES	GENERAL SAN MARTIN	SAN ANDRES		CALLE 23	4001	1651	NE	CI			
BUENOS AIRES	RAMOS MEJIA	GRAL CONESA	31	1704	BUENOS AIRES	LA MATANZA	RAMOS MEJIA		CONESA	31	1704	CO	SM	AVENIDA GENERAL JOSE DE SAN MARTIN	CERRITO	N
SALTA	ORAN	CNEL EGUES	422	4530	SALTA	ORAN	SAN RAMON DE LA NUEVA ORAN		CNEL EGUES	422	4530	CO	SM	GENERAL GREGORIO ARAOZ DE LAMADRID	25 DE MAYO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	YERUA	4915	1427	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PATERNAL	YERUA	4915	1427	CO	SM	GENERAL JOSE DOMINGO AVALOS	DOCTOR RAFAEL BIELSA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SARMIENTO	846	C1041AAR	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	DOMINGO F SARMIENTO	846	1041	CO	SM	ESMERALDA	AVENIDA PRESIDENTE ROQUE SAENZ PEÑA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	VALLE	126	1424	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	TOMAS ANTONIO VALLE	126	1424	CO	SM	FELIPE SENILLOSA	FRANCISCO DOBLAS	N
BUENOS AIRES	CAMPANA	URUGUAY	205	2804	BUENOS AIRES	CAMPANA	CAMPANA		URUGUAY	205	2804	CO	SM	VICENTE FIDEL LOPEZ	NECOCHEA	N
MISIONES	ELDORADO	ALVAR NUÃ?EZ	2925	3380	MISIONES	EL DORADO	ELDORADO		NUÑEZ CABEZA DE VACA	2925	3380	CO	SM			
